ID,DIET_FORMULA,INTAKE_GR,DATE,COMMENTS,delta_measurement,corrected_intake_gr,DIET,KCAL_G,corrected_intake_kcal,SEX,COHORT,STRAIN,AIM,GROUP,DRUG,SABLE_DAY,SABLE
3721,D12450Ki,2.4,2025-03-25,NA,1,2.4,LFD,3.82,9.168,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,1.98,2025-03-25,NA,1,1.98,LFD,3.82,7.563599999999999,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3727,D12450Ki,2.03,2025-03-25,NA,1,2.03,LFD,3.82,7.754599999999999,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3706,D12450Ki,4.800000000000001,2025-03-26,NA,1,4.800000000000001,LFD,3.82,18.336,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,D12450Ki,6.27,2025-03-26,NA,1,6.27,LFD,3.82,23.951399999999996,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,D12450Ki,2.45,2025-03-26,NA,1,2.45,LFD,3.82,9.359,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.65,2025-03-26,NA,1,2.65,LFD,3.82,10.123,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,D12450Ki,5.260000000000002,2025-03-26,NA,1,5.260000000000002,LFD,3.82,20.093200000000007,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,D12450Ki,5.199999999999999,2025-03-26,NA,1,5.199999999999999,LFD,3.82,19.863999999999997,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,D12450Ki,2.46,2025-03-26,NA,1,2.46,LFD,3.82,9.3972,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3716,D12450Ki,6.66,2025-03-26,NA,1,6.66,LFD,3.82,25.4412,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3719,D12450Ki,5.450000000000003,2025-03-26,NA,1,5.450000000000003,LFD,3.82,20.81900000000001,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3720,D12450Ki,2.45,2025-03-26,NA,1,2.45,LFD,3.82,9.359,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.45,2025-03-26,NA,1,2.45,LFD,3.82,9.359,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,2.03,2025-03-26,NA,1,2.03,LFD,3.82,7.754599999999999,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3726,D12450Ki,6.689999999999998,2025-03-26,NA,1,6.689999999999998,LFD,3.82,25.55579999999999,F,5,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3727,D12450Ki,2.03,2025-03-26,NA,1,2.03,LFD,3.82,7.754599999999999,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,2.24,2025-03-26,NA,1,2.24,LFD,3.82,8.5568,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,D12450Ki,2.2,2025-03-26,NA,1,2.2,LFD,3.82,8.404,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3708,D12450Ki,2.44,2025-03-27,NA,1,2.44,LFD,3.82,9.3208,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.58,2025-03-27,NA,1,2.58,LFD,3.82,9.8556,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3714,D12450Ki,2.43,2025-03-27,NA,1,2.43,LFD,3.82,9.2826,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3720,D12450Ki,2.41,2025-03-27,NA,1,2.41,LFD,3.82,9.2062,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.43,2025-03-27,NA,1,2.43,LFD,3.82,9.2826,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,1.98,2025-03-27,NA,1,1.98,LFD,3.82,7.563599999999999,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3727,D12450Ki,2.01,2025-03-27,NA,1,2.01,LFD,3.82,7.678199999999999,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,2.19,2025-03-27,NA,1,2.19,LFD,3.82,8.3658,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,D12450Ki,2.43,2025-03-27,NA,1,2.43,LFD,3.82,9.2826,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3706,D12450Ki,7.32,2025-03-28,NA,2,3.66,LFD,3.82,13.9812,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,D12450Ki,8.89,2025-03-28,NA,2,4.445,LFD,3.82,16.9799,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,D12450Ki,2.45,2025-03-28,NA,1,2.45,LFD,3.82,9.359,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.64,2025-03-28,NA,1,2.64,LFD,3.82,10.0848,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,D12450Ki,7.1899999999999995,2025-03-28,NA,2,3.595,LFD,3.82,13.7329,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,D12450Ki,6.649999999999999,2025-03-28,NA,2,3.3249999999999993,LFD,3.82,12.701499999999998,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,D12450Ki,2.45,2025-03-28,NA,1,2.45,LFD,3.82,9.359,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3716,D12450Ki,5.829999999999998,2025-03-28,NA,2,2.914999999999999,LFD,3.82,11.135299999999996,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3719,D12450Ki,7.229999999999997,2025-03-28,NA,2,3.6149999999999984,LFD,3.82,13.809299999999991,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3720,D12450Ki,2.45,2025-03-28,NA,1,2.45,LFD,3.82,9.359,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.41,2025-03-28,NA,1,2.41,LFD,3.82,9.2062,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,2.03,2025-03-28,NA,1,2.03,LFD,3.82,7.754599999999999,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3726,D12450Ki,8.76,2025-03-28,NA,2,4.38,LFD,3.82,16.7316,F,5,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3727,D12450Ki,2.04,2025-03-28,NA,1,2.04,LFD,3.82,7.7928,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,2.25,2025-03-28,NA,1,2.25,LFD,3.82,8.594999999999999,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,D12450Ki,2.77,2025-03-28,NA,1,2.77,LFD,3.82,10.5814,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3708,D12450Ki,2.44,2025-03-29,NA,1,2.44,LFD,3.82,9.3208,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.59,2025-03-29,NA,1,2.59,LFD,3.82,9.8938,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3714,D12450Ki,2.4,2025-03-29,NA,1,2.4,LFD,3.82,9.168,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3720,D12450Ki,2.45,2025-03-29,NA,1,2.45,LFD,3.82,9.359,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.39,2025-03-29,NA,1,2.39,LFD,3.82,9.1298,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,2,2025-03-29,NA,1,2,LFD,3.82,7.64,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3727,D12450Ki,2.07,2025-03-29,NA,1,2.07,LFD,3.82,7.907399999999999,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,2.23,2025-03-29,NA,1,2.23,LFD,3.82,8.5186,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,D12450Ki,2.74,2025-03-29,NA,1,2.74,LFD,3.82,10.4668,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3708,D12450Ki,2.39,2025-03-30,NA,1,2.39,LFD,3.82,9.1298,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.42,2025-03-30,NA,1,2.42,LFD,3.82,9.2444,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3714,D12450Ki,2.21,2025-03-30,NA,1,2.21,LFD,3.82,8.4422,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3720,D12450Ki,2.42,2025-03-30,NA,1,2.42,LFD,3.82,9.2444,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.35,2025-03-30,NA,1,2.35,LFD,3.82,8.977,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,2.2,2025-03-30,NA,1,2.2,LFD,3.82,8.404,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3727,D12450Ki,2.02,2025-03-30,NA,1,2.02,LFD,3.82,7.7164,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,2.48,2025-03-30,NA,1,2.48,LFD,3.82,9.4736,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,D12450Ki,2.77,2025-03-30,NA,1,2.77,LFD,3.82,10.5814,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3706,D12450Ki,10.14,2025-03-31,NA,3,3.379999999999999,LFD,3.82,12.911599999999998,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,D12450Ki,13.39,2025-03-31,NA,3,4.463333333333334,LFD,3.82,17.049933333333335,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,D12450Ki,2.43,2025-03-31,FASTING_OVERNIGHT,1,2.43,LFD,3.82,9.2826,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.4,2025-03-31,NA,1,2.4,LFD,3.82,9.168,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,D12450Ki,9.93,2025-03-31,NA,3,3.31,LFD,3.82,12.6442,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,D12450Ki,11.59,2025-03-31,NA,3,3.8633333333333337,LFD,3.82,14.757933333333332,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,D12450Ki,2.22,2025-03-31,NA,1,2.22,LFD,3.82,8.480400000000001,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3716,D12450Ki,10.8,2025-03-31,NA,3,3.6,LFD,3.82,13.752,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3719,D12450Ki,10.51,2025-03-31,NA,3,3.5033333333333334,LFD,3.82,13.382733333333332,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3720,D12450Ki,2.45,2025-03-31,NA,1,2.45,LFD,3.82,9.359,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.44,2025-03-31,NA,1,2.44,LFD,3.82,9.3208,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,2.2,2025-03-31,FASTING_OVERNIGHT,1,2.2,LFD,3.82,8.404,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3727,D12450Ki,1.98,2025-03-31,NA,1,1.98,LFD,3.82,7.563599999999999,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,2.41,2025-03-31,NA,1,2.41,LFD,3.82,9.2062,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,D12450Ki,2.8,2025-03-31,NA,1,2.8,LFD,3.82,10.696,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.43,2025-04-01,NA,1,2.43,LFD,3.82,9.2826,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3714,D12450Ki,2.22,2025-04-01,NA,1,2.22,LFD,3.82,8.480400000000001,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3720,D12450Ki,2.42,2025-04-01,NA,1,2.42,LFD,3.82,9.2444,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.44,2025-04-01,NA,1,2.44,LFD,3.82,9.3208,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3726,D12450Ki,11.39,2025-04-01,NA,4,2.8475,LFD,3.82,10.87745,F,5,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3727,D12450Ki,2.01,2025-04-01,NA,1,2.01,LFD,3.82,7.678199999999999,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,2.4,2025-04-01,NA,1,2.4,LFD,3.82,9.168,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,D12450Ki,2.78,2025-04-01,NA,1,2.78,LFD,3.82,10.619599999999998,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3706,D12450Ki,6.66,2025-04-02,NA,2,3.33,LFD,3.82,12.7206,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,D12450Ki,10.079999999999998,2025-04-02,NA,2,5.039999999999999,LFD,3.82,19.252799999999997,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,D12450Ki,2.41,2025-04-02,NA,1,2.41,LFD,3.82,9.2062,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.37,2025-04-02,NA,1,2.37,LFD,3.82,9.0534,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,D12450Ki,7.260000000000002,2025-04-02,NA,2,3.630000000000001,LFD,3.82,13.866600000000002,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,D12450Ki,7.529999999999998,2025-04-02,NA,2,3.764999999999999,LFD,3.82,14.382299999999995,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,D12450Ki,2.19,2025-04-02,NA,1,2.19,LFD,3.82,8.3658,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3716,D12450Ki,7.170000000000002,2025-04-02,NA,2,3.585000000000001,LFD,3.82,13.694700000000005,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3719,D12450Ki,7.199999999999999,2025-04-02,NA,2,3.5999999999999996,LFD,3.82,13.752,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3720,D12450Ki,2.16,2025-04-02,NA,1,2.16,LFD,3.82,8.2512,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.16,2025-04-02,NA,1,2.16,LFD,3.82,8.2512,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,2.17,2025-04-02,NA,1,2.17,LFD,3.82,8.289399999999999,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3726,D12450Ki,7.259999999999998,2025-04-02,NA,1,7.259999999999998,LFD,3.82,27.733199999999993,F,5,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3727,D12450Ki,1.98,2025-04-02,DAY_1_ACC_SABLE,1,1.98,LFD,3.82,7.563599999999999,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,2.57,2025-04-02,DAY_1_ACC_SABLE,1,2.57,LFD,3.82,9.8174,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,D12450Ki,2.73,2025-04-02,DAY_1_ACC_SABLE,1,2.73,LFD,3.82,10.4286,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3708,D12450Ki,2.4,2025-04-03,NA,1,2.4,LFD,3.82,9.168,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.39,2025-04-03,NA,1,2.39,LFD,3.82,9.1298,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3714,D12450Ki,2.19,2025-04-03,NA,1,2.19,LFD,3.82,8.3658,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3720,D12450Ki,2.2,2025-04-03,NA,1,2.2,LFD,3.82,8.404,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.24,2025-04-03,NA,1,2.24,LFD,3.82,8.5568,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,2.22,2025-04-03,NA,1,2.22,LFD,3.82,8.480400000000001,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3727,D12450Ki,2.02,2025-04-03,DAY_2_ACC_SABLE,1,2.02,LFD,3.82,7.7164,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,2.55,2025-04-03,DAY_2_ACC_SABLE,1,2.55,LFD,3.82,9.741,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,D12450Ki,2.78,2025-04-03,DAY_2_ACC_SABLE,1,2.78,LFD,3.82,10.619599999999998,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3706,D12450Ki,6.300000000000001,2025-04-04,NA,2,3.1500000000000004,LFD,3.82,12.033,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,D12450Ki,10.590000000000002,2025-04-04,NA,2,5.295000000000001,LFD,3.82,20.2269,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,D12450Ki,2.42,2025-04-04,NA,1,2.42,LFD,3.82,9.2444,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.4,2025-04-04,NA,1,2.4,LFD,3.82,9.168,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,D12450Ki,7.059999999999999,2025-04-04,NA,2,3.5299999999999994,LFD,3.82,13.484599999999997,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,D12450Ki,8.360000000000001,2025-04-04,NA,2,4.180000000000001,LFD,3.82,15.9676,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,D12450Ki,2.19,2025-04-04,NA,1,2.19,LFD,3.82,8.3658,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3716,D12450Ki,7.859999999999999,2025-04-04,NA,2,3.93,LFD,3.82,15.0126,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3719,D12450Ki,7.400000000000002,2025-04-04,NA,2,3.700000000000001,LFD,3.82,14.134000000000004,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3720,D12450Ki,2.22,2025-04-04,NA,1,2.22,LFD,3.82,8.480400000000001,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.2,2025-04-04,NA,1,2.2,LFD,3.82,8.404,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,2.2,2025-04-04,NA,1,2.2,LFD,3.82,8.404,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3726,D12450Ki,7.950000000000001,2025-04-04,NA,2,3.975000000000001,LFD,3.82,15.184500000000002,F,5,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3727,D12450Ki,2,2025-04-04,DAY_3_ACC_SABLE,1,2,LFD,3.82,7.64,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,2.59,2025-04-04,DAY_3_ACC_SABLE,1,2.59,LFD,3.82,9.8938,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,D12450Ki,2.8,2025-04-04,DAY_3_ACC_SABLE,1,2.8,LFD,3.82,10.696,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3708,D12450Ki,2.42,2025-04-05,NA,1,2.42,LFD,3.82,9.2444,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.38,2025-04-05,NA,1,2.38,LFD,3.82,9.0916,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3714,D12450Ki,2.19,2025-04-05,NA,1,2.19,LFD,3.82,8.3658,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3720,D12450Ki,2.19,2025-04-05,NA,1,2.19,LFD,3.82,8.3658,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.22,2025-04-05,NA,1,2.22,LFD,3.82,8.480400000000001,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,2.23,2025-04-05,NA,1,2.23,LFD,3.82,8.5186,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3727,D12450Ki,2.05,2025-04-05,DAY_4_ACC_SABLE,1,2.05,LFD,3.82,7.830999999999999,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,2.64,2025-04-05,DAY_4_ACC_SABLE,1,2.64,LFD,3.82,10.0848,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,D12450Ki,2.82,2025-04-05,DAY_4_ACC_SABLE,1,2.82,LFD,3.82,10.7724,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3708,D12450Ki,2.85,2025-04-06,NA,1,2.85,LFD,3.82,10.887,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.39,2025-04-06,NA,1,2.39,LFD,3.82,9.1298,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3714,D12450Ki,2.13,2025-04-06,NA,1,2.13,LFD,3.82,8.1366,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3720,D12450Ki,2.21,2025-04-06,NA,1,2.21,LFD,3.82,8.4422,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.17,2025-04-06,NA,1,2.17,LFD,3.82,8.289399999999999,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,2.29,2025-04-06,NA,1,2.29,LFD,3.82,8.7478,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3727,D12450Ki,1.98,2025-04-06,DAY_5_ACC_SABLE,1,1.98,LFD,3.82,7.563599999999999,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,2.95,2025-04-06,DAY_5_ACC_SABLE,1,2.95,LFD,3.82,11.269,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3729,D12450Ki,3.23,2025-04-06,DAY_5_ACC_SABLE,1,3.23,LFD,3.82,12.3386,F,5,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3706,D12450Ki,10.579999999999998,2025-04-07,NA,3,3.526666666666666,LFD,3.82,13.471866666666664,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3707,D12450Ki,13.88,2025-04-07,NA,3,4.626666666666666,LFD,3.82,17.673866666666665,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3708,D12450Ki,2.78,2025-04-07,NA,1,2.78,LFD,3.82,10.619599999999998,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3710,D12450Ki,2.41,2025-04-07,NA,1,2.41,LFD,3.82,9.2062,F,3,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3711,D12450Ki,10.15,2025-04-07,NA,3,3.3833333333333333,LFD,3.82,12.924333333333331,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3713,D12450Ki,12.5,2025-04-07,NA,3,4.166666666666667,LFD,3.82,15.916666666666668,F,3,NZO/HlLtJ,EEGAP,Control,Vehicle,NA,NA
3714,D12450Ki,2.19,2025-04-07,NA,1,2.19,LFD,3.82,8.3658,F,3,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3716,D12450Ki,11.989999999999998,2025-04-07,NA,3,3.996666666666666,LFD,3.82,15.267266666666664,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3719,D12450Ki,9.78,2025-04-07,NA,3,3.26,LFD,3.82,12.4532,F,4,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3720,D12450Ki,2.2,2025-04-07,NA,1,2.2,LFD,3.82,8.404,F,4,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3721,D12450Ki,2.2,2025-04-07,NA,1,2.2,LFD,3.82,8.404,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3722,D12450Ki,2.21,2025-04-07,NA,1,2.21,LFD,3.82,8.4422,F,4,NZO/HlLtJ,EEGAP,Weight cycled,RTIOXA_47,NA,NA
3726,D12450Ki,12.47,2025-04-07,NA,3,4.156666666666666,LFD,3.82,15.878466666666665,F,5,NZO/HlLtJ,EEGAP,Control,RTIOXA_47,NA,NA
3727,D12450Ki,2.01,2025-04-07,DAY_6_ACC_SABLE,1,2.01,LFD,3.82,7.678199999999999,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
3728,D12450Ki,3,2025-04-07,DAY_6_ACC_SABLE,1,3,LFD,3.82,11.46,F,5,NZO/HlLtJ,EEGAP,Weight cycled,Vehicle,NA,NA
